species,PubChem
Alistipes putredinis,783
Alistipes putredinis,798
Alistipes putredinis,6590
Alistipes putredinis,10430
Alistipes putredinis,107689
Alistipes putredinis,61503
Alistipes putredinis,1032
Alistipes putredinis,1110
Alistipes senegalensis,175
Alistipes senegalensis,264
Alistipes senegalensis,18950
Alistipes senegalensis,798
Alistipes senegalensis,6590
Alistipes senegalensis,10430
Alistipes senegalensis,107689
Alistipes senegalensis,61503
Alistipes senegalensis,1032
Alistipes senegalensis,1110
Alistipes shahii,175
Alistipes shahii,264
Alistipes shahii,18950
Alistipes shahii,798
Alistipes shahii,6590
Alistipes shahii,10430
Alistipes shahii,107689
Alistipes shahii,61503
Alistipes shahii,1032
Alistipes shahii,439242
Alistipes shahii,1110
Alistipes sp. HGB5,175
Alistipes sp. HGB5,264
Alistipes sp. HGB5,798
Alistipes sp. HGB5,6590
Alistipes sp. HGB5,10430
Alistipes sp. HGB5,107689
Alistipes sp. HGB5,61503
Alistipes sp. HGB5,1032
Alistipes sp. HGB5,1110
Alloprevotella rava,175
Alloprevotella rava,6902
Alloprevotella rava,439195
Alloprevotella rava,439163
Alloprevotella rava,5793
Alloprevotella rava,6251
Alloprevotella rava,18950
Alloprevotella rava,5780
Alloprevotella rava,82170
Alloprevotella rava,135191
Alloprevotella rava,402
Alloprevotella rava,798
Alloprevotella rava,10430
Alloprevotella rava,6322
Alloprevotella rava,25310
Alloprevotella rava,439548
Alloprevotella rava,440995
Alloprevotella rava,439186
Alloprevotella rava,440658
Alloprevotella rava,944
Alloprevotella rava,439242
Alloprevotella rava,1110
Alloprevotella rava,5988
Alloprevotella rava,7427
Alloprevotella rava,1176
Alloprevotella tannerae,175
Alloprevotella tannerae,1110
Aminobacterium colombiense,5950
Aminobacterium colombiense,71080
Aminobacterium colombiense,5960
Aminobacterium colombiense,83887
Aminobacterium colombiense,33032
Aminobacterium colombiense,23327
Aminobacterium colombiense,6306
Aminobacterium colombiense,6106
Aminobacterium colombiense,6137
Aminobacterium colombiense,84815
Aminobacterium colombiense,6287
Aminobacterium colombiense,71563
Aminomonas paucivorans,175
Aminomonas paucivorans,283
Aminomonas paucivorans,6322
Aminomonas paucivorans,5862
Aminomonas paucivorans,92851
Aminomonas paucivorans,33032
Aminomonas paucivorans,23327
Aminomonas paucivorans,750
Aminomonas paucivorans,6274
Aminomonas paucivorans,6262
Aminomonas paucivorans,6288
Aminomonas paucivorans,1032
Anaerobutyricum hallii,1030
Anaerobutyricum hallii,259994
Anaerobutyricum hallii,439846
Anaerobutyricum hallii,175
Anaerobutyricum hallii,264
Anaerobutyricum hallii,280
Anaerobutyricum hallii,439163
Anaerobutyricum hallii,6036
Anaerobutyricum hallii,5793
Anaerobutyricum hallii,6251
Anaerobutyricum hallii,18950
Anaerobutyricum hallii,5779
Anaerobutyricum hallii,5780
Anaerobutyricum hallii,82170
Anaerobutyricum hallii,283
Anaerobutyricum hallii,783
Anaerobutyricum hallii,107689
Anaerobutyricum hallii,61503
Anaerobutyricum hallii,440995
Anaerobutyricum hallii,439186
Anaerobutyricum hallii,1110
Anaerococcus hydrogenalis,264
Anaerococcus hydrogenalis,439163
Anaerococcus hydrogenalis,5793
Anaerococcus hydrogenalis,18950
Anaerococcus hydrogenalis,798
Anaerococcus hydrogenalis,107689
Anaerococcus hydrogenalis,61503
Anaerococcus hydrogenalis,440995
Anaerococcus hydrogenalis,1032
Anaerococcus hydrogenalis,439242
Anaerococcus hydrogenalis,1110
Anaerococcus hydrogenalis,5988
Anaerococcus hydrogenalis,1176
Anaerococcus lactolyticus,264
Anaerococcus lactolyticus,439163
Anaerococcus lactolyticus,6036
Anaerococcus lactolyticus,5793
Anaerococcus lactolyticus,18950
Anaerococcus lactolyticus,6322
Anaerococcus lactolyticus,107689
Anaerococcus lactolyticus,61503
Anaerococcus lactolyticus,440995
Anaerococcus lactolyticus,1032
Anaerococcus lactolyticus,1110
Anaerococcus lactolyticus,5988
Anaerococcus lactolyticus,1176
Anaerococcus obesiensis,264
Anaerococcus obesiensis,439163
Anaerococcus obesiensis,5793
Anaerococcus obesiensis,107689
Anaerococcus obesiensis,61503
Anaerococcus obesiensis,440995
Anaerococcus obesiensis,1032
Anaerococcus obesiensis,1110
Anaerococcus obesiensis,5988
Anaerococcus prevotii,264
Anaerococcus prevotii,439163
Anaerococcus prevotii,5793
Anaerococcus prevotii,18950
Anaerococcus prevotii,6322
Anaerococcus prevotii,6274
Anaerococcus prevotii,107689
Anaerococcus prevotii,61503
Anaerococcus prevotii,440995
Anaerococcus prevotii,1032
Anaerococcus prevotii,439242
Anaerococcus prevotii,1110
Anaerococcus prevotii,5988
Anaerococcus prevotii,1176
Anaerococcus tetradius,264
Anaerococcus tetradius,439163
Anaerococcus tetradius,5793
Anaerococcus tetradius,18950
Anaerococcus tetradius,6322
Anaerococcus tetradius,107689
Anaerococcus tetradius,61503
Anaerococcus tetradius,6106
Anaerococcus tetradius,440995
Anaerococcus tetradius,1032
Anaerococcus tetradius,1110
Anaerococcus tetradius,5988
Anaerococcus tetradius,1176
Anaerococcus vaginalis,264
Anaerococcus vaginalis,439163
Anaerococcus vaginalis,5793
Anaerococcus vaginalis,18950
Anaerococcus vaginalis,798
Anaerococcus vaginalis,6322
Anaerococcus vaginalis,6274
Anaerococcus vaginalis,107689
Anaerococcus vaginalis,61503
Anaerococcus vaginalis,6106
Anaerococcus vaginalis,440995
Anaerococcus vaginalis,1032
Anaerococcus vaginalis,1110
Anaerococcus vaginalis,5988
Anaerostipes caccae,119
Anaerostipes caccae,175
Anaerostipes caccae,264
Anaerostipes caccae,280
Anaerostipes caccae,439163
Anaerostipes caccae,5793
Anaerostipes caccae,283
Anaerostipes caccae,783
Anaerostipes caccae,798
Anaerostipes caccae,6590
Anaerostipes caccae,10430
Anaerostipes caccae,107689
Anaerostipes caccae,61503
Anaerostipes caccae,944
Anaerostipes caccae,1032
Anaerostipes caccae,1110
Anaerostipes hadrus,175
Anaerostipes hadrus,264
Anaerostipes hadrus,439178
Anaerostipes hadrus,6902
Anaerostipes hadrus,439195
Anaerostipes hadrus,439163
Anaerostipes hadrus,6036
Anaerostipes hadrus,5793
Anaerostipes hadrus,6251
Anaerostipes hadrus,18950
Anaerostipes hadrus,5779
Anaerostipes hadrus,5780
Anaerostipes hadrus,82170
Anaerostipes hadrus,135191
Anaerostipes hadrus,222285
Anaerostipes hadrus,283
Anaerostipes hadrus,439552
Anaerostipes hadrus,440946
Anaerostipes hadrus,753
Anaerostipes hadrus,783
Anaerostipes hadrus,402
Anaerostipes hadrus,464
Anaerostipes hadrus,892
Anaerostipes hadrus,107737
Anaerostipes hadrus,107689
Anaerostipes hadrus,61503
Anaerostipes hadrus,25310
Anaerostipes hadrus,439548
Anaerostipes hadrus,439192
Anaerostipes hadrus,440995
Anaerostipes hadrus,439186
Anaerostipes hadrus,440658
Anaerostipes hadrus,222
Anaerostipes hadrus,944
Anaerostipes hadrus,1032
Anaerostipes hadrus,1060
Anaerostipes hadrus,439242
Anaerostipes hadrus,439207
Anaerostipes hadrus,5988
Anaerostipes hadrus,7427
Anaerotruncus colihominis,58
Anaerotruncus colihominis,175
Anaerotruncus colihominis,264
Anaerotruncus colihominis,439178
Anaerotruncus colihominis,439163
Anaerotruncus colihominis,6036
Anaerotruncus colihominis,5793
Anaerotruncus colihominis,18950
Anaerotruncus colihominis,5460935
Anaerotruncus colihominis,439586
Anaerotruncus colihominis,439606
Anaerotruncus colihominis,439639
Anaerotruncus colihominis,402
Anaerotruncus colihominis,798
Anaerotruncus colihominis,6021
Anaerotruncus colihominis,222656
Anaerotruncus colihominis,92824
Anaerotruncus colihominis,5951
Anaerotruncus colihominis,71077
Anaerotruncus colihominis,6287
Anaerotruncus colihominis,71563
Anaerotruncus colihominis,439186
Anaerotruncus colihominis,439174
Anaerotruncus colihominis,439281
Anaerotruncus colihominis,1060
Anaerotruncus colihominis,5789
Anaerotruncus colihominis,7427
Anaerotruncus colihominis,6029
Archaeoglobus fulgidus,175
Archaeoglobus fulgidus,281
Archaeoglobus fulgidus,5793
Atopobium parvulum,175
Atopobium parvulum,283
Atopobium parvulum,107689
Atopobium parvulum,61503
Atopobium rimae,175
Atopobium rimae,283
Atopobium rimae,107689
Atopobium rimae,61503
Atopobium vaginae,175
Atopobium vaginae,283
Atopobium vaginae,107689
Atopobium vaginae,61503
Azotobacter vinelandii,280
Azotobacter vinelandii,5793
Azotobacter vinelandii,702
Bacillus amyloliquefaciens,280
Bacillus amyloliquefaciens,947
Bacillus amyloliquefaciens,944
Bacillus anthracis,280
Bacillus anthracis,947
Bacillus anthracis,944
Bacillus atrophaeus,280
Bacillus atrophaeus,947
Bacillus atrophaeus,944
Bacillus cellulosilyticus,280
Bacillus cellulosilyticus,947
Bacillus cellulosilyticus,944
Bacillus cereus,280
Bacillus cereus,5280374
Bacillus cereus,947
Bacillus cereus,944
Bacillus clausii,280
Bacillus clausii,947
Bacillus clausii,944
Bacillus coagulans,171548
Bacillus coagulans,280
Bacillus coagulans,439163
Bacillus coagulans,6036
Bacillus coagulans,5793
Bacillus coagulans,947
Bacillus coagulans,944
Bacillus coagulans,1130
Bacillus coahuilensis,280
Bacillus coahuilensis,947
Bacillus coahuilensis,944
Bacillus halodurans,280
Bacillus halodurans,947
Bacillus halodurans,944
Bacillus licheniformis,280
Bacillus licheniformis,947
Bacillus licheniformis,944
Bacillus megaterium,24892716
Bacillus megaterium,280
Bacillus megaterium,5280374
Bacillus megaterium,947
Bacillus megaterium,944
Bacillus megaterium,8742
Bacillus mycoides,280
Bacillus mycoides,5280374
Bacillus mycoides,947
Bacillus mycoides,944
Bacillus pseudofirmus,280
Bacillus pseudofirmus,947
Bacillus pseudofirmus,944
Bacillus pseudomycoides,280
Bacillus pseudomycoides,947
Bacillus pseudomycoides,944
Bacillus pumilus,280
Bacillus pumilus,947
Bacillus pumilus,944
Bacillus selenitireducens,280
Bacillus selenitireducens,947
Bacillus selenitireducens,944
Bacillus subtilis,119
Bacillus subtilis,175
Bacillus subtilis,180
Bacillus subtilis,24892716
Bacillus subtilis,171548
Bacillus subtilis,280
Bacillus subtilis,222656
Bacillus subtilis,92824
Bacillus subtilis,6140
Bacillus subtilis,71567
Bacillus subtilis,6305
Bacillus subtilis,5280374
Bacillus subtilis,947
Bacillus subtilis,222
Bacillus subtilis,944
Bacillus subtilis,1050
Bacillus subtilis,1054
Bacillus subtilis,1052
Bacillus subtilis,493570
Bacillus subtilis,1110
Bacillus subtilis,5988
Bacillus subtilis,1130
Bacillus subtilis,225936
Bacillus subtilis,439888
Bacillus thuringiensis,280
Bacillus thuringiensis,947
Bacillus thuringiensis,944
Bacteroides barnesiae,175
Bacteroides barnesiae,280
Bacteroides barnesiae,439163
Bacteroides barnesiae,783
Bacteroides barnesiae,222
Bacteroides barnesiae,1032
Bacteroides barnesiae,1110
Bacteroides caccae,175
Bacteroides caccae,24892716
Bacteroides caccae,280
Bacteroides caccae,6902
Bacteroides caccae,439195
Bacteroides caccae,439163
Bacteroides caccae,5793
Bacteroides caccae,18950
Bacteroides caccae,5779
Bacteroides caccae,135191
Bacteroides caccae,439586
Bacteroides caccae,439606
Bacteroides caccae,439639
Bacteroides caccae,283
Bacteroides caccae,439552
Bacteroides caccae,440946
Bacteroides caccae,444972
Bacteroides caccae,783
Bacteroides caccae,10430
Bacteroides caccae,440995
Bacteroides caccae,439186
Bacteroides caccae,440658
Bacteroides caccae,439174
Bacteroides caccae,222
Bacteroides caccae,1032
Bacteroides caccae,1060
Bacteroides caccae,439242
Bacteroides caccae,439207
Bacteroides caccae,1110
Bacteroides caccae,5988
Bacteroides caccae,7427
Bacteroides cellulosilyticus,175
Bacteroides cellulosilyticus,280
Bacteroides cellulosilyticus,439163
Bacteroides cellulosilyticus,783
Bacteroides cellulosilyticus,222
Bacteroides cellulosilyticus,1032
Bacteroides cellulosilyticus,439207
Bacteroides cellulosilyticus,1110
Bacteroides clarus,175
Bacteroides clarus,280
Bacteroides clarus,439163
Bacteroides clarus,783
Bacteroides clarus,222
Bacteroides clarus,1032
Bacteroides clarus,1110
Bacteroides coprocola,175
Bacteroides coprocola,280
Bacteroides coprocola,439163
Bacteroides coprocola,783
Bacteroides coprocola,222
Bacteroides coprocola,1032
Bacteroides coprocola,1110
Bacteroides coprophilus,175
Bacteroides coprophilus,280
Bacteroides coprophilus,439163
Bacteroides coprophilus,783
Bacteroides coprophilus,222
Bacteroides coprophilus,1032
Bacteroides coprophilus,1110
Bacteroides coprosuis,175
Bacteroides coprosuis,280
Bacteroides coprosuis,439163
Bacteroides coprosuis,5793
Bacteroides coprosuis,18950
Bacteroides coprosuis,783
Bacteroides coprosuis,798
Bacteroides coprosuis,439186
Bacteroides coprosuis,222
Bacteroides coprosuis,944
Bacteroides coprosuis,1032
Bacteroides coprosuis,439207
Bacteroides coprosuis,1110
Bacteroides dorei,175
Bacteroides dorei,280
Bacteroides dorei,6902
Bacteroides dorei,439195
Bacteroides dorei,439163
Bacteroides dorei,5793
Bacteroides dorei,18950
Bacteroides dorei,135191
Bacteroides dorei,783
Bacteroides dorei,25310
Bacteroides dorei,439548
Bacteroides dorei,440995
Bacteroides dorei,439186
Bacteroides dorei,222
Bacteroides dorei,1032
Bacteroides dorei,439242
Bacteroides dorei,1110
Bacteroides dorei,5988
Bacteroides eggerthii,175
Bacteroides eggerthii,24892716
Bacteroides eggerthii,280
Bacteroides eggerthii,439163
Bacteroides eggerthii,6036
Bacteroides eggerthii,439215
Bacteroides eggerthii,439213
Bacteroides eggerthii,94715
Bacteroides eggerthii,783
Bacteroides eggerthii,222
Bacteroides eggerthii,1032
Bacteroides eggerthii,439207
Bacteroides eggerthii,1110
Bacteroides faecis,175
Bacteroides faecis,280
Bacteroides faecis,439163
Bacteroides faecis,783
Bacteroides faecis,222
Bacteroides faecis,1032
Bacteroides faecis,1110
Bacteroides finegoldii,175
Bacteroides finegoldii,280
Bacteroides finegoldii,439178
Bacteroides finegoldii,6902
Bacteroides finegoldii,439195
Bacteroides finegoldii,439163
Bacteroides finegoldii,5793
Bacteroides finegoldii,18950
Bacteroides finegoldii,135191
Bacteroides finegoldii,783
Bacteroides finegoldii,25310
Bacteroides finegoldii,439548
Bacteroides finegoldii,440995
Bacteroides finegoldii,439186
Bacteroides finegoldii,222
Bacteroides finegoldii,1032
Bacteroides finegoldii,439242
Bacteroides finegoldii,1110
Bacteroides fluxus,175
Bacteroides fluxus,280
Bacteroides fluxus,439163
Bacteroides fluxus,783
Bacteroides fluxus,222
Bacteroides fluxus,1032
Bacteroides fluxus,1110
Bacteroides fragilis,175
Bacteroides fragilis,24892716
Bacteroides fragilis,769
Bacteroides fragilis,280
Bacteroides fragilis,10133
Bacteroides fragilis,221493
Bacteroides fragilis,439163
Bacteroides fragilis,439213
Bacteroides fragilis,5793
Bacteroides fragilis,94715
Bacteroides fragilis,222528
Bacteroides fragilis,439586
Bacteroides fragilis,439606
Bacteroides fragilis,439639
Bacteroides fragilis,674
Bacteroides fragilis,439552
Bacteroides fragilis,440946
Bacteroides fragilis,12544
Bacteroides fragilis,3035026
Bacteroides fragilis,783
Bacteroides fragilis,5862
Bacteroides fragilis,92851
Bacteroides fragilis,17106
Bacteroides fragilis,107689
Bacteroides fragilis,61503
Bacteroides fragilis,6137
Bacteroides fragilis,84815
Bacteroides fragilis,9903
Bacteroides fragilis,5280374
Bacteroides fragilis,222
Bacteroides fragilis,1032
Bacteroides fragilis,1045
Bacteroides fragilis,439242
Bacteroides fragilis,439207
Bacteroides fragilis,1110
Bacteroides fragilis,387316
Bacteroides fragilis,53297338
Bacteroides fragilis,440687
Bacteroides fragilis,7991
Bacteroides gallinarum,175
Bacteroides gallinarum,280
Bacteroides gallinarum,439163
Bacteroides gallinarum,783
Bacteroides gallinarum,222
Bacteroides gallinarum,1032
Bacteroides gallinarum,1110
Bacteroides helcogenes,175
Bacteroides helcogenes,280
Bacteroides helcogenes,439163
Bacteroides helcogenes,783
Bacteroides helcogenes,222
Bacteroides helcogenes,1032
Bacteroides helcogenes,1110
Bacteroides intestinalis,175
Bacteroides intestinalis,280
Bacteroides intestinalis,439178
Bacteroides intestinalis,10133
Bacteroides intestinalis,221493
Bacteroides intestinalis,6902
Bacteroides intestinalis,439195
Bacteroides intestinalis,439163
Bacteroides intestinalis,5793
Bacteroides intestinalis,18950
Bacteroides intestinalis,135191
Bacteroides intestinalis,444972
Bacteroides intestinalis,783
Bacteroides intestinalis,440995
Bacteroides intestinalis,439186
Bacteroides intestinalis,222
Bacteroides intestinalis,1032
Bacteroides intestinalis,439242
Bacteroides intestinalis,1110
Bacteroides intestinalis,5988
Bacteroides massiliensis,175
Bacteroides massiliensis,280
Bacteroides massiliensis,439178
Bacteroides massiliensis,6902
Bacteroides massiliensis,439195
Bacteroides massiliensis,439163
Bacteroides massiliensis,6036
